column,source_load,filled_cells
ADEFF_XPT_PARAMCD_RMLW16US_AVALC,BASE_ROW,117
ADEFF_XPT_PARAMCD_RMSF1W8F_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMSF2W8F_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8GLS1_AVALC,BASE_ROW,176
ADEFF_XPT_PARAMCD_RMW8GLS2_AVALC,BASE_ROW,141
ADEFF_XPT_PARAMCD_RMW8GLS3_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8GLS4_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8GLS5_AVALC,BASE_ROW,168
ADEFF_XPT_PARAMCD_RMW8GLS8_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8GLS9_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8USS1_AVALC,BASE_ROW,176
ADEFF_XPT_PARAMCD_RMW8USS2_AVALC,BASE_ROW,141
ADEFF_XPT_PARAMCD_RMW8USS3_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8USS4_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8USS5_AVALC,BASE_ROW,168
ADEFF_XPT_PARAMCD_RMW8USS8_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMW8USS9_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RMWK8GL0_AVALC,BASE_ROW,177
ADEFF_XPT_PARAMCD_RSLW0W16_AVALC,BASE_ROW,117
ADEFF_XPT_PARAMCD_FRIABW8_VALUE,BASE_ROW,0
ADEQ5D_XPT_STUDYID,BASE_ROW,824
ADEQ5D_XPT_ADT,BASE_ROW,824
ADEQ5D_XPT_ADTF,BASE_ROW,77
ADEQ5D_XPT_ADY,BASE_ROW,824
ADEQ5D_XPT_TRT01P,BASE_ROW,824
ADEQ5D_XPT_TRT01PN,BASE_ROW,824
ADEQ5D_XPT_TR01PG1,BASE_ROW,824
ADEQ5D_XPT_TR01PG1N,BASE_ROW,824
ADEQ5D_XPT_TRT02P,BASE_ROW,513
ADEQ5D_XPT_TRT02PN,BASE_ROW,513
ADEQ5D_XPT_TR02PG1,BASE_ROW,513
ADEQ5D_XPT_TR02PG1N,BASE_ROW,513
ADEQ5D_XPT_ANL01FL,BASE_ROW,22
ADEQ5D_XPT_TR02PG2,BASE_ROW,513
ADEQ5D_XPT_TR02PG2N,BASE_ROW,513
ADEQ5D_XPT_TRTFADT,BASE_ROW,36
ADEQ5D_XPT_PARAM,BASE_ROW,824
ADEQ5D_XPT_PARAMN,BASE_ROW,824
ADEQ5D_XPT_BASE,BASE_ROW,823
ADEQ5D_XPT_CHG,BASE_ROW,646
ADEQ5D_XPT_PCHG,BASE_ROW,646
ADEQ5D_XPT_DTYPE,BASE_ROW,89
ADEQ5D_XPT_ABLFL,BASE_ROW,177
ADEQ5D_XPT_APOBLFL,BASE_ROW,647
ADEQ5D_XPT_SRCSEQ,BASE_ROW,747
ADEQ5D_XPT_SRCVAR,BASE_ROW,747
ADEQ5D_XPT_SRCDOM,BASE_ROW,747
ADEQ5D_XPT_ASEQ,BASE_ROW,824
ADEQ5D_XPT_RANDFL,BASE_ROW,824
ADEQ5D_XPT_SAFFL,BASE_ROW,824
ADEQ5D_XPT_SAFW8FL,BASE_ROW,824
ADEQ5D_XPT_AGE,BASE_ROW,824
ADEQ5D_XPT_AGEU,BASE_ROW,824
ADEQ5D_XPT_SEX,BASE_ROW,824
ADEQ5D_XPT_RACE,BASE_ROW,824
ADEQ5D_XPT_COUNTRY,BASE_ROW,824
ADEQ5D_XPT_ETHNIC,BASE_ROW,824
ADEQ5D_XPT_REGION,BASE_ROW,824
ADEQ5D_XPT_VISITNUM,BASE_ROW,747
ADEQ5D_XPT_VISIT,BASE_ROW,747
ADEQ5D_XPT_SITEID,BASE_ROW,824
ADEQ5D_XPT_SUBJID,BASE_ROW,824
ADEQ5D_XPT_PARAMCD_EQ5D_AVAL,BASE_ROW,747
ADEQ5D_XPT_PARAMCD_EQ5D01_AVAL,BASE_ROW,747
ADEQ5D_XPT_PARAMCD_EQ5D01TF_AVAL,BASE_ROW,824
ADEQ5D_XPT_PARAMCD_EQ5D02_AVAL,BASE_ROW,747
ADEQ5D_XPT_PARAMCD_EQ5D02TF_AVAL,BASE_ROW,824
ADEQ5D_XPT_PARAMCD_EQ5D03_AVAL,BASE_ROW,747
ADEQ5D_XPT_PARAMCD_EQ5D03TF_AVAL,BASE_ROW,824
ADEQ5D_XPT_PARAMCD_EQ5D04_AVAL,BASE_ROW,747
ADEQ5D_XPT_PARAMCD_EQ5D04TF_AVAL,BASE_ROW,824
ADEQ5D_XPT_PARAMCD_EQ5D05_AVAL,BASE_ROW,747
ADEQ5D_XPT_PARAMCD_EQ5D05TF_AVAL,BASE_ROW,824
ADEQ5D_XPT_PARAMCD_EQ5D06_AVAL,BASE_ROW,747
ADEQ5D_XPT_PARAMCD_EQ5D06TF_AVAL,BASE_ROW,824
ADEQ5D_XPT_PARAMCD_EQ5DTF_AVAL,BASE_ROW,824
ADEX_XPT_STUDYID,BASE_ROW,294
ADEX_XPT_TRT01P,BASE_ROW,294
ADEX_XPT_TRT01PN,BASE_ROW,294
ADEX_XPT_TRT02P,BASE_ROW,235
ADEX_XPT_TRT02PN,BASE_ROW,235
ADEX_XPT_TR01PG1,BASE_ROW,294
ADEX_XPT_TR01PG1N,BASE_ROW,294
ADEX_XPT_TR02PG1,BASE_ROW,235
ADEX_XPT_TR02PG1N,BASE_ROW,235
ADEX_XPT_TR02PG2,BASE_ROW,235
ADEX_XPT_TR02PG2N,BASE_ROW,235
ADEX_XPT_TRT01A,BASE_ROW,294
ADEX_XPT_TRT01AN,BASE_ROW,294
ADEX_XPT_TR01AG1,BASE_ROW,294
ADEX_XPT_TR01AG1N,BASE_ROW,294
ADEX_XPT_TRT02A,BASE_ROW,235
ADEX_XPT_TRT02AN,BASE_ROW,234
ADEX_XPT_TR02AG1,BASE_ROW,235
ADEX_XPT_TR02AG1N,BASE_ROW,234
ADEX_XPT_TR02AG2,BASE_ROW,235
ADEX_XPT_TR02AG2N,BASE_ROW,234
ADEX_XPT_EXDOSE,BASE_ROW,294
ADEX_XPT_EXDOSU,BASE_ROW,294
ADEX_XPT_EXTRT,BASE_ROW,294
ADEX_XPT_EXCAT,BASE_ROW,294
ADEX_XPT_EXLOT,BASE_ROW,117
ADEX_XPT_EXDOSFRM,BASE_ROW,294
ADEX_XPT_EXAMONT,BASE_ROW,5
ADEX_XPT_EXAMONTU,BASE_ROW,5
ADEX_XPT_EXIVADM,BASE_ROW,294
ADEX_XPT_EXTOTADM,BASE_ROW,294
ADEX_XPT_EXSEQ,BASE_ROW,294
ADEX_XPT_EXSTDTC,BASE_ROW,294
ADEX_XPT_ASTDT,BASE_ROW,294
ADEX_XPT_ASTTM,BASE_ROW,294
ADEX_XPT_AENDT,BASE_ROW,294
ADEX_XPT_AENTM,BASE_ROW,294
ADEX_XPT_ASTDY,BASE_ROW,294
ADEX_XPT_DOSENUM,BASE_ROW,294
ADEX_XPT_AWEIGHT,BASE_ROW,294
ADEX_XPT_INFRCFL,BASE_ROW,294
ADEX_XPT_INFRCSFL,BASE_ROW,294
ADEX_XPT_INFRCTSV,BASE_ROW,8
ADEX_XPT_ISREFL,BASE_ROW,294
ADEX_XPT_ISRSFL,BASE_ROW,294
ADEX_XPT_ISRSV,BASE_ROW,0
ADEX_XPT_WRGMEDFL,BASE_ROW,294
ADEX_XPT_WRGDOSFL,BASE_ROW,294
ADEX_XPT_EXLOTGR1,BASE_ROW,146
ADEX_XPT_EXLOTGR2,BASE_ROW,276
ADEX_XPT_CRIT1,BASE_ROW,4
ADEX_XPT_CRIT1FL,BASE_ROW,4
ADEX_XPT_CRIT2,BASE_ROW,11
ADEX_XPT_CRIT2FL,BASE_ROW,11
ADEX_XPT_SAFFL,BASE_ROW,294
ADEX_XPT_SAFW8FL,BASE_ROW,294
ADEX_XPT_COMPLFL,BASE_ROW,294
ADEX_XPT_COMP20FL,BASE_ROW,294
ADEX_XPT_ENTERMFL,BASE_ROW,294
ADEX_XPT_ENMW8FL,BASE_ROW,294
ADEX_XPT_ENMW16FL,BASE_ROW,294
ADEX_XPT_RANDFL,BASE_ROW,294
ADEX_XPT_AGE,BASE_ROW,294
ADEX_XPT_AGEU,BASE_ROW,294
ADEX_XPT_SEX,BASE_ROW,294
ADEX_XPT_RACE,BASE_ROW,294
ADEX_XPT_ETHNIC,BASE_ROW,294
ADEX_XPT_VISITNUM,BASE_ROW,294
ADEX_XPT_VISIT,BASE_ROW,294
ADEX_XPT_COUNTRY,BASE_ROW,294
ADEX_XPT_SUBJID,BASE_ROW,294
ADEX_XPT_SITEID,BASE_ROW,294
ADHEMA_XPT_STUDYID,BASE_ROW,1228
ADHEMA_XPT_ADT,BASE_ROW,1228
ADHEMA_XPT_ATM,BASE_ROW,1228
ADHEMA_XPT_ADY,BASE_ROW,1228
ADHEMA_XPT_APERIODC,BASE_ROW,880
ADHEMA_XPT_APERIOD,BASE_ROW,880
ADHEMA_XPT_TRT01A,BASE_ROW,1228
ADHEMA_XPT_TRT01AN,BASE_ROW,1227
ADHEMA_XPT_TR01AG1,BASE_ROW,1228
ADHEMA_XPT_TR01AG1N,BASE_ROW,1227
ADHEMA_XPT_TRT02A,BASE_ROW,840
ADHEMA_XPT_TRT02AN,BASE_ROW,835
ADHEMA_XPT_TR02AG1,BASE_ROW,840
ADHEMA_XPT_TR02AG1N,BASE_ROW,835
ADHEMA_XPT_TR02AG2,BASE_ROW,840
ADHEMA_XPT_TR02AG2N,BASE_ROW,835
ADHEMA_XPT_T01ACG1,BASE_ROW,881
ADHEMA_XPT_T01ACG1N,BASE_ROW,881
ADHEMA_XPT_PARAM,BASE_ROW,1228
ADHEMA_XPT_PARCAT1,BASE_ROW,1228
ADHEMA_XPT_BASE,BASE_ROW,1057
ADHEMA_XPT_CHG,BASE_ROW,840
ADHEMA_XPT_PCHG,BASE_ROW,840
ADHEMA_XPT_ANL01FL,BASE_ROW,1014
ADHEMA_XPT_ANL02FL,BASE_ROW,501
ADHEMA_XPT_ANL03FL,BASE_ROW,237
ADHEMA_XPT_SRCSEQ,BASE_ROW,1228
ADHEMA_XPT_SRCVAR,BASE_ROW,1228
ADHEMA_XPT_SRCDOM,BASE_ROW,1228
ADHEMA_XPT_ABLFL,BASE_ROW,178
ADHEMA_XPT_APOBLFL,BASE_ROW,880
ADHEMA_XPT_ANRHI,BASE_ROW,1176
ADHEMA_XPT_ANRLO,BASE_ROW,1176
ADHEMA_XPT_ANRIND,BASE_ROW,1176
ADHEMA_XPT_BNRIND,BASE_ROW,1227
ADHEMA_XPT_SHIFT1,BASE_ROW,1175
ADHEMA_XPT_LBDTC,BASE_ROW,1228
ADHEMA_XPT_LBSTRESC,BASE_ROW,1176
ADHEMA_XPT_LBSTRESU,BASE_ROW,1176
ADHEMA_XPT_LBSTNRC,BASE_ROW,81
ADHEMA_XPT_LBSTNRLO,BASE_ROW,1176
ADHEMA_XPT_LBSTNRHI,BASE_ROW,1176
ADHEMA_XPT_LBNRIND,BASE_ROW,1176
ADHEMA_XPT_LBSTAT,BASE_ROW,78
ADHEMA_XPT_LBTOX,BASE_ROW,535
ADHEMA_XPT_LBTOXGR,BASE_ROW,535
ADHEMA_XPT_LBSPEC,BASE_ROW,0
ADHEMA_XPT_LBREFID,BASE_ROW,1228
ADHEMA_XPT_LBSPID,BASE_ROW,1228
ADHEMA_XPT_VISITNUM,BASE_ROW,1228
ADHEMA_XPT_VISIT,BASE_ROW,1228
ADHEMA_XPT_SAFFL,BASE_ROW,1228
ADHEMA_XPT_COMPLFL,BASE_ROW,1228
ADHEMA_XPT_ENTERMFL,BASE_ROW,1228
ADHEMA_XPT_RANDFL,BASE_ROW,1228
ADHEMA_XPT_SAFW8FL,BASE_ROW,1228
ADHEMA_XPT_AGE,BASE_ROW,1228
ADHEMA_XPT_AGEU,BASE_ROW,1228
ADHEMA_XPT_SEX,BASE_ROW,1228
ADHEMA_XPT_RACE,BASE_ROW,1228
ADHEMA_XPT_COUNTRY,BASE_ROW,1228
ADHEMA_XPT_SITEID,BASE_ROW,1228
ADHEMA_XPT_SUBJID,BASE_ROW,1228
ADHEMA_XPT_PARAMCD_BASO_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_BASOLE_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_EOS_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_EOSLE_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_HCT_AVAL,BASE_ROW,1170
ADHEMA_XPT_PARAMCD_HGB_AVAL,BASE_ROW,1176
ADHEMA_XPT_PARAMCD_LYM_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_LYMLE_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_MONO_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_MONOLE_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_NEUTSG_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_NEUTSGLE_AVAL,BASE_ROW,1174
ADHEMA_XPT_PARAMCD_PLAT_AVAL,BASE_ROW,1170
ADHEMA_XPT_PARAMCD_RBC_AVAL,BASE_ROW,1176
ADHEMA_XPT_PARAMCD_WBC_AVAL,BASE_ROW,1176
ADHEMA_XPT_PARAMCD_BASO_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_BASOLE_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_EOS_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_EOSLE_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_HCT_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_HGB_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_LYM_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_LYMLE_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_MONO_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_MONOLE_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_NEUTSG_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_NEUTSGLE_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_PLAT_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_RBC_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_RBCMORPH_AVALC,BASE_ROW,42
ADHEMA_XPT_PARAMCD_WBC_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_MICROCY_AVALC,BASE_ROW,14
ADHEMA_XPT_PARAMCD_ANISO_AVALC,BASE_ROW,33
ADHEMA_XPT_PARAMCD_LYMAT_AVAL,BASE_ROW,8
ADHEMA_XPT_PARAMCD_LYMATLE_AVAL,BASE_ROW,8
ADHEMA_XPT_PARAMCD_POLYCHR_AVALC,BASE_ROW,7
ADHEMA_XPT_PARAMCD_TRGTCE_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_HPORBC_AVALC,BASE_ROW,7
ADHEMA_XPT_PARAMCD_NEUTB_AVAL,BASE_ROW,8
ADHEMA_XPT_PARAMCD_NEUTBLE_AVAL,BASE_ROW,8
ADHEMA_XPT_PARAMCD_POIKILO_AVALC,BASE_ROW,1
ADHEMA_XPT_PARAMCD_ELLIPCY_AVALC,BASE_ROW,5
ADHEMA_XPT_PARAMCD_MACROCYT_AVALC,BASE_ROW,4
ADHEMA_XPT_PARAMCD_SCHISTO_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_TEARDCY_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_STIPBASO_AVALC,BASE_ROW,1
ADHEMA_XPT_PARAMCD_MYCY_AVAL,BASE_ROW,2
ADHEMA_XPT_PARAMCD_MYCYLE_AVAL,BASE_ROW,2
ADHEMA_XPT_PARAMCD_HOWJOL_AVALC,BASE_ROW,1
ADHEMA_XPT_PARAMCD_RBCNURBC_AVAL,BASE_ROW,1
ADHEMA_XPT_PARAMCD_GRANIM_AVALC,BASE_ROW,0
ADHEMA_XPT_PARAMCD_METAMY_AVAL,BASE_ROW,0
ADHEMA_XPT_PARAMCD_METAMYLE_AVAL,BASE_ROW,0
ADHEMA_XPT_PARAMCD_PROMONLE_AVAL,BASE_ROW,0
ADHEMA_XPT_PARAMCD_PROMONO_AVAL,BASE_ROW,0
ADHIST_XPT_STUDYID,BASE_ROW,177
ADHIST_XPT_TRT01P,BASE_ROW,177
ADHIST_XPT_TRT01PN,BASE_ROW,177
ADHIST_XPT_TRT02P,BASE_ROW,118
ADHIST_XPT_TRT02PN,BASE_ROW,118
ADHIST_XPT_TR01PG1,BASE_ROW,177
ADHIST_XPT_TR01PG1N,BASE_ROW,177
ADHIST_XPT_TR02PG1,BASE_ROW,118
ADHIST_XPT_TR02PG1N,BASE_ROW,118
ADHIST_XPT_TR02PG2,BASE_ROW,118
ADHIST_XPT_TR02PG2N,BASE_ROW,118
ADHIST_XPT_PARAM,BASE_ROW,177
ADHIST_XPT_PARAMN,BASE_ROW,177
ADHIST_XPT_ANL01FL,BASE_ROW,17
ADHIST_XPT_AGE,BASE_ROW,177
ADHIST_XPT_AGEU,BASE_ROW,177
ADHIST_XPT_SEX,BASE_ROW,177
ADHIST_XPT_RACE,BASE_ROW,177
ADHIST_XPT_COUNTRY,BASE_ROW,177
ADHIST_XPT_ETHNIC,BASE_ROW,177
ADHIST_XPT_REGION,BASE_ROW,177
ADHIST_XPT_RANDFL,BASE_ROW,177
ADHIST_XPT_SAFFL,BASE_ROW,177
ADHIST_XPT_SAFW8FL,BASE_ROW,177
ADHIST_XPT_SITEID,BASE_ROW,177
ADHIST_XPT_SUBJID,BASE_ROW,177
ADHIST_XPT_PARAMCD_HSTHLW16_AVALC,BASE_ROW,118
ADHIST_XPT_PARAMCD_HSTHLW8_AVALC,BASE_ROW,177
ADHIST_XPT_PARAMCD_HSTLLW16_AVALC,BASE_ROW,118
ADHIST_XPT_PARAMCD_MHLFW8_AVALC,BASE_ROW,177
ADHIST_XPT_PARAMCD_MHLLW16_AVALC,BASE_ROW,118
ADHIST_XPT_PARAMCD_MHLLW8_AVALC,BASE_ROW,177
ADHIST_XPT_PARAMCD_MHLTHW16_AVALC,BASE_ROW,118
ADHIST_XPT_PARAMCD_MHLW16_AVALC,BASE_ROW,118
ADHIST_XPT_PARAMCD_MHLW8_AVALC,BASE_ROW,177
ADHO_XPT_STUDYID,BASE_ROW,43
ADHO_XPT_TRT01P,BASE_ROW,43
ADHO_XPT_TRT01PN,BASE_ROW,43
ADHO_XPT_TR01PG1,BASE_ROW,43
ADHO_XPT_TR01PG1N,BASE_ROW,43
ADHO_XPT_TRT02P,BASE_ROW,19
ADHO_XPT_TRT02PN,BASE_ROW,19
ADHO_XPT_TR02PG1,BASE_ROW,19
ADHO_XPT_TR02PG1N,BASE_ROW,19
ADHO_XPT_TR02PG2,BASE_ROW,19
ADHO_XPT_TR02PG2N,BASE_ROW,19
ADHO_XPT_APERIOD,BASE_ROW,42
ADHO_XPT_APERIODC,BASE_ROW,42
ADHO_XPT_ASTDT,BASE_ROW,43
ADHO_XPT_ASTDY,BASE_ROW,43
ADHO_XPT_AENDT,BASE_ROW,43
ADHO_XPT_AENDY,BASE_ROW,43
ADHO_XPT_DOMAIN,BASE_ROW,43
ADHO_XPT_HOSEQ,BASE_ROW,43
ADHO_XPT_HOSPID,BASE_ROW,43
ADHO_XPT_HOTERM,BASE_ROW,43
ADHO_XPT_HODUR,BASE_ROW,43
ADHO_XPT_HODURU,BASE_ROW,43
ADHO_XPT_ANL01FL,BASE_ROW,31
ADHO_XPT_SAFFL,BASE_ROW,43
ADHO_XPT_COMPLFL,BASE_ROW,43
ADHO_XPT_RANDFL,BASE_ROW,43
ADHO_XPT_SAFW8FL,BASE_ROW,43
ADHO_XPT_AGE,BASE_ROW,43
ADHO_XPT_AGEU,BASE_ROW,43
ADHO_XPT_SEX,BASE_ROW,43
ADHO_XPT_RACE,BASE_ROW,43
ADHO_XPT_COUNTRY,BASE_ROW,43
ADHO_XPT_REGION,BASE_ROW,43
ADHO_XPT_SITEID,BASE_ROW,43
ADHO_XPT_SUBJID,BASE_ROW,43
ADIBDQ_XPT_STUDYID,BASE_ROW,828
ADIBDQ_XPT_ADTF,BASE_ROW,70
ADIBDQ_XPT_ADT,BASE_ROW,828
ADIBDQ_XPT_ADY,BASE_ROW,828
ADIBDQ_XPT_TRT01P,BASE_ROW,828
ADIBDQ_XPT_TRT01PN,BASE_ROW,828
ADIBDQ_XPT_TR01PG1,BASE_ROW,828
ADIBDQ_XPT_TR01PG1N,BASE_ROW,828
ADIBDQ_XPT_TRT02P,BASE_ROW,514
ADIBDQ_XPT_TRT02PN,BASE_ROW,514
ADIBDQ_XPT_TR02PG1,BASE_ROW,514
ADIBDQ_XPT_TR02PG1N,BASE_ROW,514
ADIBDQ_XPT_TR02PG2,BASE_ROW,514
ADIBDQ_XPT_TR02PG2N,BASE_ROW,514
ADIBDQ_XPT_PARAM,BASE_ROW,828
ADIBDQ_XPT_BASETYPE,BASE_ROW,828
ADIBDQ_XPT_PARAMN,BASE_ROW,828
ADIBDQ_XPT_BASE,BASE_ROW,826
ADIBDQ_XPT_CHG,BASE_ROW,649
ADIBDQ_XPT_PCHG,BASE_ROW,649
ADIBDQ_XPT_DTYPE,BASE_ROW,95
ADIBDQ_XPT_ABLFL,BASE_ROW,296
ADIBDQ_XPT_APOBLFL,BASE_ROW,650
ADIBDQ_XPT_TRTFADT,BASE_ROW,53
ADIBDQ_XPT_ANL01FL,BASE_ROW,28
ADIBDQ_XPT_ANL02FL,BASE_ROW,6
ADIBDQ_XPT_VISITNUM,BASE_ROW,758
ADIBDQ_XPT_VISIT,BASE_ROW,758
ADIBDQ_XPT_QSDTC,BASE_ROW,758
ADIBDQ_XPT_SAFFL,BASE_ROW,828
ADIBDQ_XPT_SAFW8FL,BASE_ROW,828
ADIBDQ_XPT_RANDFL,BASE_ROW,828
ADIBDQ_XPT_AGE,BASE_ROW,828
ADIBDQ_XPT_AGEU,BASE_ROW,828
ADIBDQ_XPT_SEX,BASE_ROW,828
ADIBDQ_XPT_RACE,BASE_ROW,828
ADIBDQ_XPT_COUNTRY,BASE_ROW,828
ADIBDQ_XPT_ETHNIC,BASE_ROW,828
ADIBDQ_XPT_SITEID,BASE_ROW,828
ADIBDQ_XPT_SUBJID,BASE_ROW,828
ADIBDQ_XPT_PARAMCD_IBDBOTCF_AVAL,BASE_ROW,826
ADIBDQ_XPT_PARAMCD_IBDEMTCF_AVAL,BASE_ROW,825
ADIBDQ_XPT_PARAMCD_IBDQB_AVAL,BASE_ROW,748
ADIBDQ_XPT_PARAMCD_IBDQE_AVAL,BASE_ROW,746
ADIBDQ_XPT_PARAMCD_IBDQSF_AVAL,BASE_ROW,749
ADIBDQ_XPT_PARAMCD_IBDQSY_AVAL,BASE_ROW,749
ADIBDQ_XPT_PARAMCD_IBDQTCF_AVAL,BASE_ROW,825
ADIBDQ_XPT_PARAMCD_IBDQTOT_AVAL,BASE_ROW,746
ADIBDQ_XPT_PARAMCD_IBDSFTCF_AVAL,BASE_ROW,826
ADIBDQ_XPT_PARAMCD_IBDSYTCF_AVAL,BASE_ROW,826
ADIBDQ_XPT_PARAMCD_IBDQ16W0_AVALC,BASE_ROW,650
ADIBDQ_XPT_PARAMCD_IBDQ16W8_AVALC,BASE_ROW,278
ADIBDQ_XPT_PARAMCD_IBDQ20W0_AVALC,BASE_ROW,650
ADIBDQ_XPT_PARAMCD_IBDQ20W8_AVALC,BASE_ROW,278
ADIBDQ_XPT_PARAMCD_IBDQB_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDQE_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDQSF_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDQSY_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDQTOT_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDEMTCF_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDQTCF_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDBOTCF_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDSFTCF_AVALC,BASE_ROW,0
ADIBDQ_XPT_PARAMCD_IBDSYTCF_AVALC,BASE_ROW,0
ADIE_XPT_STUDYID,BASE_ROW,26
ADIE_XPT_TR01PG1,BASE_ROW,26
ADIE_XPT_TR01PG1N,BASE_ROW,26
ADIE_XPT_TRT01P,BASE_ROW,26
ADIE_XPT_TRT01PN,BASE_ROW,26
ADIE_XPT_TRT02P,BASE_ROW,15
ADIE_XPT_TRT02PN,BASE_ROW,15
ADIE_XPT_TR02PG1,BASE_ROW,15
ADIE_XPT_TR02PG1N,BASE_ROW,15
ADIE_XPT_TR02PG2,BASE_ROW,15
ADIE_XPT_TR02PG2N,BASE_ROW,15
ADIE_XPT_IESEQ,BASE_ROW,26
ADIE_XPT_IESPID,BASE_ROW,26
ADIE_XPT_IETESTCD,BASE_ROW,26
ADIE_XPT_IETEST,BASE_ROW,26
ADIE_XPT_IECAT,BASE_ROW,26
ADIE_XPT_IESCAT,BASE_ROW,26
ADIE_XPT_SAFFL,BASE_ROW,26
ADIE_XPT_COMPLFL,BASE_ROW,26
ADIE_XPT_SAFW8FL,BASE_ROW,26
ADIE_XPT_RANDFL,BASE_ROW,26
ADIE_XPT_COMP20FL,BASE_ROW,26
ADIE_XPT_AGE,BASE_ROW,26
ADIE_XPT_AGEU,BASE_ROW,26
ADIE_XPT_SEX,BASE_ROW,26
ADIE_XPT_RACE,BASE_ROW,26
ADIE_XPT_ETHNIC,BASE_ROW,26
ADIE_XPT_COUNTRY,BASE_ROW,26
ADIE_XPT_VISIT,BASE_ROW,26
ADIE_XPT_VISITNUM,BASE_ROW,26
ADIE_XPT_IESTRESC,BASE_ROW,26
ADIE_XPT_IEORRES,BASE_ROW,26
ADIE_XPT_SITEID,BASE_ROW,26
ADIE_XPT_SUBJID,BASE_ROW,26
ADIS_XPT_STUDYID,BASE_ROW,1026
ADIS_XPT_ATPT,BASE_ROW,484
ADIS_XPT_ATPTN,BASE_ROW,484
ADIS_XPT_ADT,BASE_ROW,1026
ADIS_XPT_ATM,BASE_ROW,1026
ADIS_XPT_ADTM,BASE_ROW,1026
ADIS_XPT_ADY,BASE_ROW,1026
ADIS_XPT_TRT01A,BASE_ROW,1026
ADIS_XPT_TRT01AN,BASE_ROW,1026
ADIS_XPT_TRT02A,BASE_ROW,703
ADIS_XPT_TRT02AN,BASE_ROW,700
ADIS_XPT_TR01AG1,BASE_ROW,1026
ADIS_XPT_TR01AG1N,BASE_ROW,1026
ADIS_XPT_TR02AG1,BASE_ROW,703
ADIS_XPT_TR02AG1N,BASE_ROW,700
ADIS_XPT_TR02AG2,BASE_ROW,703
ADIS_XPT_TR02AG2N,BASE_ROW,700
ADIS_XPT_PARAM,BASE_ROW,1026
ADIS_XPT_ABLFL,BASE_ROW,177
ADIS_XPT_APOBLFL,BASE_ROW,849
ADIS_XPT_ANL01FL,BASE_ROW,2
ADIS_XPT_ANL02FL,BASE_ROW,3
ADIS_XPT_ANL03FL,BASE_ROW,16
ADIS_XPT_ANL04FL,BASE_ROW,13
ADIS_XPT_SRCSEQ,BASE_ROW,1026
ADIS_XPT_SRCVAR,BASE_ROW,1026
ADIS_XPT_SRCDOM,BASE_ROW,1026
